0.836|1.5100|1.5100|0.9100|0.9100|0.3100|0.3100|0.3100|0.3100|0.2832|0.2832|0.2565|0.2565|0.2194|0.2194|0.1822|0.1822|0.1336|0.1336|0.0961|0.0961|0.0825|0.0825|0.1616|0.1616|0.1110|0.1110|0.1043|0.1043|0.0729|0.0729|0.0686|0.0686|0.0639|0.0639|0.0843|0.0843|0.1541|0.1541|0.0844|0.0844|0.0449|0.0449|0.0476|0.0476|0.0284|0.0284|0.0235|0.0235|0.0147|0.0147|0.0076|0.0076|0.0051|0.0051|0.0034|0.0034|0.0016|0.0016|0.0003|0.0003
0.859|0.3083|0.3083|0.3536|0.3536|0.3989|0.3989|0.3989|0.3989|0.2997|0.2997|0.2006|0.2006|0.2069|0.2069|0.2132|0.2132|0.1676|0.1676|0.0757|0.0757|0.0759|0.0759|0.0992|0.0992|0.0969|0.0969|0.0582|0.0582|0.0514|0.0514|0.0525|0.0525|0.0621|0.0621|0.1132|0.1132|0.1455|0.1455|0.0921|0.0921|0.0455|0.0455|0.0373|0.0373|0.0301|0.0301|0.0190|0.0190|0.0159|0.0159|0.0093|0.0093|0.0062|0.0062|0.0042|0.0042|0.0011|0.0011|0.0004|0.0004
0.882|0.6960|0.6960|0.5091|0.5091|0.3223|0.3223|0.3223|0.3223|0.3041|0.3041|0.2859|0.2859|0.1732|0.1732|0.0604|0.0604|0.0732|0.0732|0.1079|0.1079|0.0813|0.0813|0.1458|0.1458|0.1154|0.1154|0.0833|0.0833|0.0782|0.0782|0.0571|0.0571|0.0724|0.0724|0.0959|0.0959|0.1268|0.1268|0.0683|0.0683|0.0480|0.0480|0.0395|0.0395|0.0254|0.0254|0.0208|0.0208|0.0108|0.0108|0.0061|0.0061|0.0038|0.0038|0.0012|0.0012|0.0010|0.0010|0.0002|0.0002
0.906|3.7228|3.7228|3.4534|3.4534|3.1840|3.1840|3.1840|3.1840|7.9788|7.9788|12.7735|12.7735|19.5612|19.5612|26.3490|26.3490|27.9187|27.9187|22.4053|22.4053|11.0543|11.0543|13.2813|13.2813|8.1484|8.1484|3.1213|3.1213|5.0530|5.0530|5.2666|5.2666|3.9654|3.9654|3.5441|3.5441|3.3210|3.3210|4.6644|4.6644|1.6874|1.6874|1.1082|1.1082|1.2522|1.2522|0.9984|0.9984|0.7375|0.7375|0.7106|0.7106|0.9716|0.9716|0.7031|0.7031|0.4188|0.4188|0.0772|0.0772
0.929|5.1458|5.1458|7.8740|7.8740|10.6023|10.6023|10.6023|10.6023|7.8952|7.8952|5.1881|5.1881|12.6844|12.6844|20.1807|20.1807|14.3905|14.3905|7.1759|7.1759|3.9671|3.9671|4.6846|4.6846|3.5790|3.5790|2.3082|2.3082|1.9799|1.9799|1.8769|1.8769|3.1243|3.1243|2.5055|2.5055|2.4887|2.4887|2.2718|2.2718|1.9823|1.9823|1.9750|1.9750|1.5709|1.5709|1.7998|1.7998|1.3349|1.3349|1.1258|1.1258|1.6595|1.6595|1.1472|1.1472|0.5976|0.5976|0.1103|0.1103
0.952|0.1253|0.1253|2.3772|2.3772|4.6291|4.6291|4.6291|4.6291|3.9666|3.9666|3.3042|3.3042|6.6199|6.6199|9.9355|9.9355|6.4959|6.4959|3.4712|3.4712|3.9479|3.9479|1.8354|1.8354|0.7460|0.7460|1.0144|1.0144|1.3514|1.3514|1.0295|1.0295|1.5730|1.5730|1.9750|1.9750|1.7492|1.7492|1.5073|1.5073|1.2578|1.2578|1.4726|1.4726|1.4828|1.4828|1.2370|1.2370|1.0115|1.0115|1.2686|1.2686|1.5375|1.5375|1.2229|1.2229|0.5649|0.5649|0.0653|0.0653
0.975|2.2446|2.2446|1.9810|1.9810|1.7174|1.7174|1.7174|1.7174|1.2769|1.2769|0.8364|0.8364|1.8332|1.8332|2.8301|2.8301|2.1331|2.1331|1.2029|1.2029|0.8679|0.8679|0.6216|0.6216|0.4699|0.4699|1.0400|1.0400|1.3462|1.3462|1.0485|1.0485|0.8134|0.8134|1.2777|1.2777|1.6337|1.6337|1.2125|1.2125|1.3120|1.3120|1.1162|1.1162|1.3767|1.3767|1.5622|1.5622|0.9450|0.9450|1.2853|1.2853|1.6024|1.6024|1.3060|1.3060|0.4625|0.4625|0.0841|0.0841
0.998|1.9568|1.9568|1.3773|1.3773|0.7977|0.7977|0.7977|0.7977|0.8458|0.8458|0.8938|0.8938|0.5936|0.5936|0.2933|0.2933|0.4987|0.4987|0.6257|0.6257|0.7525|0.7525|0.7225|0.7225|0.6314|0.6314|0.9642|0.9642|0.9932|0.9932|0.6962|0.6962|1.1490|1.1490|1.8328|1.8328|1.7143|1.7143|1.2154|1.2154|1.2678|1.2678|1.2159|1.2159|1.0135|1.0135|1.1836|1.1836|0.8062|0.8062|1.0979|1.0979|1.6910|1.6910|1.2319|1.2319|0.5082|0.5082|0.0468|0.0468
1.022|1.0916|1.0916|1.1379|1.1379|1.1841|1.1841|1.1841|1.1841|0.8610|0.8610|0.5379|0.5379|0.5226|0.5226|0.5073|0.5073|0.6928|0.6928|0.7019|0.7019|0.4081|0.4081|0.3998|0.3998|0.3603|0.3603|0.8855|0.8855|1.5936|1.5936|1.1846|1.1846|1.1584|1.1584|1.9767|1.9767|1.0493|1.0493|1.3568|1.3568|1.2005|1.2005|1.1219|1.1219|1.0607|1.0607|1.1269|1.1269|0.8537|0.8537|0.9600|0.9600|1.6581|1.6581|1.1219|1.1219|0.5058|0.5058|0.0265|0.0265
1.045|0.3114|0.3114|0.3345|0.3345|0.3575|0.3575|0.3575|0.3575|0.6912|0.6912|1.0250|1.0250|0.5936|0.5936|0.1623|0.1623|0.2286|0.2286|0.3561|0.3561|0.3060|0.3060|0.2483|0.2483|0.3444|0.3444|1.0597|1.0597|1.2962|1.2962|0.5355|0.5355|0.4775|0.4775|0.5221|0.5221|0.4459|0.4459|0.5284|0.5284|0.4007|0.4007|0.6580|0.6580|0.9208|0.9208|0.9056|0.9056|0.5412|0.5412|0.7184|0.7184|0.8938|0.8938|0.5685|0.5685|0.2667|0.2667|0.0445|0.0445
